chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chrZ	1212918	3088022	0.049001	0.018965	0.011849	0.029081
chrZ	3095809	4101627	-0.121461	-0.044534	-0.027862	-0.082609
chrZ	4114104	4352590	0.125812	0.121854	0.063242	0.076868
chrZ	4352666	4426838	-0.229688	-0.321093	-0.146646	-0.118687
chrZ	4426859	4543589	-0.173377	-0.422134	-0.119731	-0.090851
chrZ	4543645	4614094	0.003841	0.003901	0.001753	0.002051
chrZ	4618409	4640341	0.091276	0.134684	0.074884	0.049496
chrZ	4643119	5288880	-0.053991	-0.031922	-0.018315	-0.028152
chrZ	5306055	5534747	-0.311849	-0.316799	-0.153871	-0.157721
chrZ	5568185	6900507	-0.077542	-0.039071	-0.026917	-0.044953
chrZ	6949791	8122283	-0.123800	-0.081624	-0.046161	-0.064483
chrZ	8174542	8968789	-0.212042	-0.155024	-0.085084	-0.116296
chrZ	8968831	9276740	-0.050103	-0.035714	-0.015763	-0.028797
chrZ	9278127	9574586	-0.198179	-0.114482	-0.069278	-0.122246
chrZ	9574663	12343698	-0.127338	-0.020593	-0.014103	-0.080052
chrZ	12497437	14775798	-0.039282	-0.012245	-0.008093	-0.029747
chrZ	14936820	18643988	-0.177739	-0.036966	-0.023224	-0.132732
chrZ	18643998	19576457	-0.155827	-0.075109	-0.044363	-0.100249
chrZ	19576463	22548397	0.308511	0.076686	0.052568	0.225974
chrZ	22572929	26284489	0.331528	0.067674	0.049377	0.213153
chrZ	26284520	35124198	-0.180807	-0.024673	-0.017681	-0.153082
chrZ	35675618	56895429	-0.404876	-0.028509	-0.023287	-0.333070
chrZ	58706015	74593731	0.053379	0.006466	0.004600	0.046315
chrZ	74593838	81893225	-0.383199	-0.083236	-0.056073	-0.325228
