chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1600271	2148955	-0.038295	-0.013416	-0.008048	-0.027095
chr1	2153302	3268588	-0.110756	-0.045499	-0.028222	-0.089384
chr1	3281595	4549204	0.119822	0.038599	0.022439	0.078652
chr1	4568135	5347355	-0.163609	-0.081897	-0.047927	-0.133909
chr1	5377139	6625658	0.043250	0.014349	0.008319	0.045267
chr1	6629051	7375245	0.415216	0.168410	0.107656	0.368421
chr1	7376299	7959959	0.017178	0.006160	0.003496	0.025778
chr1	7960269	8557057	0.389262	0.137639	0.102577	0.286319
chr1	8578604	9961341	0.101367	0.030935	0.020105	0.077927
chr1	9961396	12567776	0.135615	0.026869	0.018945	0.095280
chr1	12779723	14765637	0.069002	0.011582	0.007906	0.043537
chr1	14767942	16944074	0.176909	0.022097	0.017224	0.105981
chr1	17006905	18001621	0.060204	0.022904	0.013342	0.037775
chr1	18001705	22707531	0.220670	0.031557	0.021646	0.158771
chr1	22749740	24451265	-0.021423	-0.007164	-0.004933	-0.016148
chr1	24454849	25608517	-0.204616	-0.081941	-0.048665	-0.147994
chr1	25609849	27189522	-0.154802	-0.039017	-0.026551	-0.094131
chr1	27288577	28979966	0.353579	0.067837	0.046505	0.303411
chr1	29011627	30754475	-0.239186	-0.069661	-0.046124	-0.172696
chr1	31064288	32354585	-0.177627	-0.060466	-0.039430	-0.130194
chr1	32378767	33685537	0.051948	0.016797	0.009840	0.035068
chr1	33687011	35079253	-0.206311	-0.058795	-0.041986	-0.158169
chr1	35129515	36983203	0.181239	0.029744	0.019813	0.101064
chr1	36986663	38004327	-0.023679	-0.004872	-0.003648	-0.034408
chr1	38028728	39873349	0.132236	0.016633	0.013069	0.074087
chr1	39938498	42190153	0.154867	0.035635	0.023409	0.103530
chr1	42204839	44748165	0.054113	0.010921	0.007291	0.039173
chr1	44795065	47788978	-0.215315	-0.049387	-0.033888	-0.158038
chr1	47789117	49502354	-0.004303	-0.000799	-0.000559	0.000616
chr1	49666631	51016658	0.296098	0.059324	0.043083	0.220647
chr1	51019447	52373062	-0.133157	-0.032656	-0.020924	-0.112445
chr1	52386246	53272435	-0.153314	-0.054229	-0.033661	-0.107701
chr1	53273731	54450364	-0.100149	-0.024022	-0.015452	-0.057202
chr1	54542306	55875712	-0.104167	-0.021937	-0.016296	-0.077203
chr1	55875831	56756602	-0.113734	-0.023947	-0.016791	-0.066667
chr1	56788135	57716747	0.208243	0.046422	0.034707	0.135303
chr1	57734830	59197035	-0.299440	-0.072002	-0.046474	-0.201892
chr1	59200802	60406278	-0.071688	-0.019471	-0.012503	-0.061353
chr1	60442201	61863302	0.336332	0.080238	0.052154	0.287551
chr1	61872732	63123436	0.103902	0.027907	0.019563	0.058274
chr1	63127228	64335023	-0.385098	-0.102753	-0.068035	-0.268798
chr1	64435774	65894047	-0.135552	-0.052780	-0.031594	-0.077020
chr1	65939247	66892839	-0.119718	-0.041565	-0.025422	-0.075990
chr1	66922761	69478441	-0.182523	-0.022062	-0.016993	-0.141428
chr1	69480535	70582288	-0.353617	-0.108955	-0.063324	-0.230639
chr1	70610411	72051593	0.003920	0.001528	0.000910	0.003255
chr1	72071520	73292902	0.009847	0.002776	0.001798	0.007649
chr1	73293632	74773550	0.206522	0.063074	0.044587	0.184825
chr1	74784328	77790048	-0.095021	-0.015061	-0.010480	-0.074959
chr1	77801676	78870416	0.146544	0.058559	0.035948	0.095942
chr1	78882326	80419207	-0.233551	-0.060308	-0.042835	-0.187603
chr1	80419216	81382620	0.294393	0.101957	0.061881	0.253565
chr1	81421266	83839379	0.120017	0.019783	0.014596	0.077526
chr1	83878258	85644241	0.104723	0.021118	0.014802	0.062225
chr1	85644274	87616288	0.146862	0.023138	0.017051	0.095486
chr1	87649781	89025836	0.233834	0.044860	0.033557	0.159841
chr1	89025886	89821369	-0.079169	-0.018423	-0.010526	-0.058631
chr1	89832153	90399306	-0.226209	-0.081415	-0.042278	-0.138491
chr1	90404449	91250681	0.432836	0.064356	0.043391	0.353213
chr1	91250988	92816781	-0.080154	-0.013885	-0.009074	-0.047370
chr1	92906179	95259889	-0.095184	-0.016639	-0.010041	-0.090148
chr1	95295068	97326190	-0.158631	-0.032713	-0.019990	-0.116834
chr1	97345225	98799054	0.160394	0.038690	0.025995	0.139420
chr1	98806064	101233973	0.200193	0.029931	0.022837	0.138011
chr1	101236616	103130952	0.042385	0.007073	0.004814	0.018903
chr1	103288381	106058352	-0.154649	-0.029051	-0.018255	-0.104059
chr1	106065660	108630425	0.265952	0.034819	0.025024	0.162430
chr1	108635872	113656570	-0.341375	-0.076057	-0.047820	-0.300307
chr1	113680223	115390926	0.151217	0.022147	0.015368	0.088625
chr1	115452977	117710785	-0.123279	-0.010507	-0.008244	-0.069615
chr1	117773426	119265871	0.170686	0.048074	0.030856	0.122020
chr1	119271830	120767800	0.019546	0.004878	0.002937	0.012504
chr1	120773479	122871438	0.190814	0.034498	0.021949	0.143036
chr1	122871509	123278532	0.000813	0.000420	0.000257	0.007625
chr1	123278541	125038816	-0.094297	-0.027131	-0.017908	-0.062990
chr1	125047296	127412441	0.094483	0.027285	0.015718	0.094175
chr1	127412982	129459276	0.273388	0.060751	0.042346	0.198403
chr1	129467574	130558456	0.203660	0.095196	0.055870	0.131176
chr1	130571694	132060236	-0.112809	-0.043997	-0.026987	-0.088876
chr1	132061486	133088371	-0.123760	-0.036358	-0.023376	-0.078869
chr1	133116474	133760182	0.205981	0.111466	0.067161	0.154113
chr1	133781166	134611038	0.289902	0.148032	0.083559	0.198444
chr1	134739067	135839327	0.259446	0.091024	0.059634	0.179907
chr1	135841939	138175060	-0.414729	-0.105794	-0.071163	-0.295492
chr1	138557628	141277238	-0.061122	-0.014238	-0.010019	-0.052030
chr1	141281341	142752121	0.171676	0.042959	0.029941	0.119448
chr1	142834060	144122625	0.046753	0.012627	0.008655	0.032550
chr1	144126497	145550853	0.117677	0.028806	0.021093	0.072152
chr1	145550918	146240067	-0.468632	-0.220837	-0.130898	-0.359837
chr1	146240387	147861701	-0.098273	-0.015624	-0.010345	-0.078685
chr1	147890136	149206007	0.208752	0.043493	0.032250	0.158192
chr1	149212046	150833211	0.190264	0.051344	0.031960	0.131400
chr1	150911242	151952565	-0.174831	-0.045378	-0.027613	-0.128120
chr1	151975024	153754996	0.348894	0.060012	0.043316	0.237776
chr1	153815390	156336504	0.018618	0.004135	0.002522	0.027486
