chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1629515	2261352	0.197007	0.079879	0.051815	0.150190
chr1	2261364	3467004	-0.313605	-0.177314	-0.097143	-0.263838
chr1	3490690	5229099	0.391791	0.116301	0.081781	0.345853
chr1	5233735	6288254	0.314342	0.166754	0.096512	0.245528
chr1	6295523	7095494	0.222371	0.101339	0.061701	0.181818
chr1	7152228	8136024	0.352941	0.095108	0.067597	0.301639
chr1	8136069	9460783	0.592147	0.210699	0.174593	0.497622
chr1	9534818	11756603	0.195228	0.063649	0.045135	0.181087
chr1	11823864	14235499	0.195106	0.077031	0.050103	0.185228
chr1	14238006	15617885	0.348799	0.138522	0.097394	0.229608
chr1	15635873	17120783	0.177103	0.109890	0.066911	0.148567
chr1	17131918	18001621	0.147683	0.111710	0.056136	0.120432
chr1	18012754	21685367	0.297952	0.104376	0.066784	0.282511
chr1	21731674	23105584	0.497685	0.226450	0.143126	0.468822
chr1	23296319	25154520	0.135678	0.043016	0.030391	0.102079
chr1	25163249	27064502	-0.064107	-0.020079	-0.014262	-0.070794
chr1	27065902	28366386	0.385516	0.154330	0.107419	0.330763
chr1	28414100	29957709	0.306024	0.081090	0.058769	0.232885
chr1	30017264	32151276	0.528999	0.172080	0.122071	0.395992
chr1	32165448	33477482	-0.106322	-0.037602	-0.026965	-0.074297
chr1	33492041	34649699	0.214684	0.101472	0.077725	0.178464
chr1	34676895	36644617	0.288586	0.101451	0.065700	0.210829
chr1	36644922	37469039	0.358865	0.145138	0.107736	0.263795
chr1	37469156	38749867	0.155317	0.062053	0.043830	0.100932
chr1	38767094	40247902	0.466973	0.229953	0.162049	0.458545
chr1	40247998	42607862	0.385151	0.160702	0.106622	0.335804
chr1	42624937	44525899	0.299156	0.112014	0.075311	0.218695
chr1	44529921	47637505	-0.357866	-0.131909	-0.082579	-0.344319
chr1	47642206	49351263	0.207721	0.069581	0.048058	0.196581
chr1	49371625	50845777	-0.025552	-0.007289	-0.005618	-0.020333
chr1	50868318	51780632	-0.172158	-0.101751	-0.061843	-0.133582
chr1	51786093	53124255	0.112002	0.040162	0.027187	0.076555
chr1	53272435	54450356	0.051827	0.023263	0.013452	0.045641
chr1	54450364	55180359	-0.227646	-0.111570	-0.073359	-0.191275
chr1	55231380	56219725	0.128095	0.054206	0.037910	0.111319
chr1	56219836	57152794	0.064293	0.023195	0.016545	0.053410
chr1	57186587	58660852	0.349388	0.120654	0.076796	0.259982
chr1	58662097	59893469	0.097245	0.032189	0.020443	0.077369
chr1	59897414	61140543	0.280301	0.099835	0.068953	0.249934
chr1	61141950	62477768	0.311003	0.138630	0.081500	0.270127
chr1	62604693	63404449	0.528155	0.186881	0.147702	0.453387
chr1	63420030	65411230	0.150586	0.058242	0.035461	0.135135
chr1	65464788	66934592	-0.218077	-0.095506	-0.059873	-0.190771
chr1	66937838	68278343	0.186004	0.100519	0.056364	0.152271
chr1	68278354	69473323	0.153196	0.069034	0.052674	0.128002
chr1	69478441	70549263	0.058035	0.022881	0.013123	0.040475
chr1	70577662	72144314	0.071355	0.031574	0.018825	0.062331
chr1	72153777	73090519	0.668296	0.312571	0.178875	0.545908
chr1	73141144	75240465	0.424299	0.136309	0.092767	0.389365
chr1	75788913	77891113	0.261706	0.132179	0.075361	0.255928
chr1	77892409	78869455	0.210677	0.106182	0.064282	0.190026
chr1	78922539	80381393	0.255665	0.106828	0.078399	0.227751
chr1	80383933	81441106	0.483250	0.250462	0.151644	0.409894
chr1	81442542	83595059	0.129274	0.035188	0.025829	0.120318
chr1	83595314	85346291	-0.214857	-0.074774	-0.048856	-0.189808
chr1	85346794	86589080	0.311311	0.182298	0.116218	0.276408
chr1	86600324	87846850	0.065241	0.032006	0.019247	0.055624
chr1	87865643	89420024	0.477601	0.157413	0.115343	0.383016
chr1	89432773	90399306	0.569398	0.133529	0.090462	0.372973
chr1	90400555	92187220	0.397993	0.091797	0.065286	0.363914
