chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1821246	2885676	0.215003	0.119866	0.078676	0.183638
chr1	2983259	4717784	0.319061	0.155438	0.086647	0.261431
chr1	4817086	5938863	0.117412	0.063595	0.040907	0.084646
chr1	5941903	7996497	0.496738	0.205580	0.115061	0.407634
chr1	8023838	9546033	0.293333	0.125954	0.094252	0.257477
chr1	9619690	13648469	0.252841	0.072515	0.051371	0.248227
chr1	13648602	15693208	0.278873	0.158231	0.112181	0.205394
chr1	15704210	17471358	0.067909	0.040581	0.025376	0.060642
chr1	17584678	22663096	-0.101473	-0.040017	-0.024208	-0.097331
chr1	22704155	25558674	-0.092235	-0.026456	-0.018909	-0.080969
chr1	25606170	28551776	0.312579	0.152961	0.092087	0.271545
chr1	28555829	31501102	0.317757	0.143738	0.096090	0.272000
chr1	31627221	33548946	0.094253	0.042738	0.028127	0.077505
chr1	33578633	37125480	0.208800	0.073449	0.052190	0.170033
chr1	37177152	39509310	0.203916	0.078021	0.052347	0.150327
chr1	39552256	42315233	0.016830	0.006506	0.004411	-0.001706
chr1	42339017	48179597	-0.139381	-0.048331	-0.029490	-0.105351
chr1	48197570	50924119	0.085485	0.029648	0.018745	0.072420
chr1	50955530	53105918	0.098462	0.045541	0.029709	0.077170
chr1	53106922	54362386	-0.178835	-0.085344	-0.049587	-0.167530
chr1	54397303	55746670	0.182532	0.072670	0.047485	0.161039
chr1	55747176	56397660	0.295489	0.154027	0.099205	0.252896
chr1	56461245	57883090	0.450820	0.143525	0.111449	0.374150
chr1	57943475	59822546	-0.182685	-0.067062	-0.041768	-0.156900
chr1	59829044	61594509	-0.070442	-0.030111	-0.016965	-0.059371
chr1	61613416	63293634	0.250464	0.102299	0.072160	0.208357
chr1	63310144	65390660	0.300000	0.158730	0.099318	0.280358
chr1	65405002	67362684	-0.144150	-0.075506	-0.045600	-0.118083
chr1	67362946	68826132	-0.023971	-0.009795	-0.006287	-0.020353
chr1	68880707	70831407	0.226251	0.112554	0.068821	0.190037
chr1	70872087	73075041	0.207052	0.076169	0.048370	0.171322
chr1	73080465	76475651	0.555420	0.204507	0.141813	0.510638
chr1	76508726	78566945	-0.016575	-0.006983	-0.004360	-0.010676
chr1	78575995	80481185	0.613597	0.311229	0.224180	0.582285
chr1	80548810	82953034	0.408808	0.158658	0.103797	0.331984
chr1	82994284	85610236	0.012685	0.004077	0.002745	0.013605
chr1	85610261	88005018	0.177407	0.072988	0.044853	0.151948
chr1	88028732	89781683	0.267347	0.094962	0.067497	0.239787
chr1	89821467	91742464	0.451327	0.131264	0.089854	0.432635
chr1	91745548	95367786	0.529231	0.205967	0.124322	0.500711
chr1	95537362	98484479	0.417559	0.185538	0.105892	0.343109
chr1	98505394	101233973	0.081200	0.028101	0.019385	0.068308
chr1	101236616	105430316	0.302248	0.127034	0.083727	0.242485
chr1	105508686	107928006	0.029213	0.015660	0.010117	0.033140
chr1	108009943	114204304	-0.038618	-0.015816	-0.008536	-0.037037
chr1	114357268	116627872	0.467775	0.154198	0.110393	0.398701
chr1	116711350	119821664	0.145228	0.054075	0.036263	0.118081
chr1	119931811	121814662	0.463804	0.211173	0.134233	0.411765
chr1	121816565	123817862	0.202273	0.073716	0.043990	0.177143
chr1	123890681	128354443	0.317073	0.142748	0.075642	0.273467
chr1	128356346	129913792	0.171032	0.079713	0.056068	0.156338
chr1	130060355	132484476	0.129808	0.046478	0.029200	0.100746
chr1	132550243	134919217	0.541613	0.217481	0.151152	0.460412
chr1	135139083	139778021	0.400162	0.150456	0.107620	0.304067
chr1	140041217	141739373	0.118681	0.068297	0.043944	0.097266
chr1	141776876	144865147	0.196137	0.078303	0.054215	0.158403
chr1	144967815	146424549	0.078603	0.042781	0.026236	0.059439
chr1	146430249	148192978	0.168516	0.090943	0.055664	0.114050
chr1	148218592	149350391	-0.132624	-0.082590	-0.047710	-0.098720
chr1	149357770	151786959	0.476574	0.162913	0.116188	0.409429
chr1	151825828	153196684	-0.221739	-0.135070	-0.073040	-0.173469
chr1	153209491	156835705	-0.094964	-0.055497	-0.029773	-0.085470
chr1	156835789	158789416	0.090000	0.035736	0.023584	0.078313
chr1	158804448	167257023	0.142953	0.065965	0.041516	0.124220
chr1	167549033	170837488	-0.045586	-0.017432	-0.010975	-0.030853
chr1	170839132	175332619	0.253957	0.117307	0.074578	0.215490
chr1	177583936	181354414	0.384513	0.126798	0.086409	0.268657
chr1	181417430	183009323	-0.158103	-0.073048	-0.046136	-0.149550
chr1	183075795	185012564	0.427803	0.153500	0.106355	0.354745
chr1	185017786	187109901	0.250000	0.090348	0.066280	0.220482
chr1	187119630	189120365	0.282022	0.181785	0.105909	0.240843
chr1	189130950	192549699	0.071047	0.028576	0.018414	0.066914
chr1	192562239	194786025	0.287879	0.117931	0.079249	0.217557
chr1	194836536	197242790	-0.098607	-0.044653	-0.028580	-0.074468
chr1	197437762	202407091	0.256318	0.105865	0.061932	0.218845
chr1	202419923	204368890	0.380926	0.191137	0.114825	0.370675
chr1	204368962	206185546	-0.105528	-0.044968	-0.029961	-0.072626
chr1	206219205	207649862	0.235207	0.114947	0.077504	0.183603
chr1	207649914	209162213	0.173510	0.067260	0.048525	0.132948
chr1	209169929	210336906	0.102812	0.047804	0.031117	0.078445
chr1	210379403	212670766	0.083656	0.037158	0.022746	0.072248
chr2	580105	1998260	0.077767	0.051965	0.030497	0.069149
chr2	2170071	3450584	0.480305	0.249258	0.171604	0.402985
chr2	3473859	5809249	-0.032235	-0.010876	-0.007785	-0.005169
chr2	5994200	7225462	0.393365	0.195909	0.121434	0.329293
chr2	7252737	9958983	0.195141	0.068014	0.045534	0.167677
chr2	9959852	12218317	-0.046682	-0.013984	-0.010328	-0.028655
chr2	12723607	16217984	0.088935	0.029754	0.018987	0.071468
chr2	16221045	19201257	0.306024	0.108857	0.065792	0.248031
chr2	19201258	22666298	0.415786	0.121493	0.084550	0.396161
chr2	22706253	25737730	0.461822	0.149702	0.100615	0.426282
chr2	26072821	28301917	0.142336	0.042304	0.029858	0.124767
chr2	28431123	31871298	0.313625	0.169733	0.106530	0.268722
chr2	31877838	34539915	0.301515	0.130278	0.085524	0.274483
chr2	34546303	36545481	0.279026	0.129396	0.080993	0.229210
chr2	36546383	37764457	0.438287	0.209260	0.139263	0.367804
chr2	37775156	39420760	0.210306	0.110708	0.071017	0.194030
chr2	39422582	41799597	0.136957	0.067839	0.034261	0.115596
chr2	41815776	43796912	0.317559	0.144496	0.100265	0.281450
chr2	43796928	46324051	0.020094	0.007986	0.005586	0.008518
chr2	46329148	48405429	0.406547	0.173433	0.127797	0.323220
chr2	48405473	49943560	0.161385	0.067168	0.049542	0.126152
chr2	49943727	52228642	-0.147036	-0.052284	-0.034966	-0.111377
chr2	52233066	53665077	0.230952	0.103320	0.074311	0.171076
chr2	53685033	56035283	0.293444	0.122626	0.088061	0.262896
chr2	56077211	57692822	0.128114	0.056049	0.034842	0.093642
chr2	57697286	63316432	0.295432	0.127570	0.077969	0.265695
chr2	63333195	65878739	0.115099	0.049906	0.032379	0.100000
chr2	65878883	67764468	-0.036269	-0.015094	-0.009394	-0.032015
chr2	67776455	70918121	-0.035503	-0.009406	-0.005804	-0.028321
chr2	70930119	72445548	0.186079	0.099576	0.061609	0.155581
chr2	72553164	74596829	0.325497	0.099460	0.077698	0.259428
chr2	74653496	77142479	0.256000	0.067637	0.052330	0.200267
chr2	77227240	83879115	0.239300	0.128953	0.082560	0.194929
chr2	84107587	86907113	0.188176	0.082569	0.055680	0.154762
chr2	86918073	91291970	0.214208	0.082741	0.055628	0.176261
chr2	91320033	94890402	0.197454	0.100458	0.059955	0.166034
chr2	94901283	98393778	0.227241	0.089418	0.056984	0.208679
chr2	98393821	100521102	0.406072	0.208984	0.125734	0.362126
chr2	100553009	101944948	0.206186	0.077320	0.051825	0.186957
chr2	101997616	108561928	0.501826	0.169400	0.104845	0.386172
chr2	108571396	110869468	0.287343	0.104326	0.068133	0.231930
chr2	110886998	113522995	0.317907	0.120996	0.089156	0.253033
chr2	113579335	114780608	0.380643	0.205624	0.119647	0.274971
chr2	114801317	115927712	0.273175	0.098725	0.063086	0.212237
chr2	115934571	118225549	0.203136	0.099062	0.065352	0.159350
chr2	118276617	120530759	0.183094	0.092406	0.056111	0.161510
chr2	120780740	124067596	0.063629	0.024053	0.016732	0.047431
chr2	124106333	127005455	0.116371	0.043213	0.024151	0.098865
