chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1503338	2147321	0.356188	0.157146	0.097780	0.287526
chr1	2148955	3281595	0.127867	0.082858	0.045818	0.113024
chr1	3305702	4200417	0.246407	0.130175	0.069774	0.181669
chr1	4242741	5336673	0.566328	0.270614	0.164181	0.457321
chr1	5358099	6410299	0.266411	0.130451	0.076449	0.174035
chr1	6412477	7180229	0.238340	0.103039	0.068358	0.194820
chr1	7206071	7972966	0.620309	0.319439	0.165651	0.602573
chr1	7975714	8834008	0.427852	0.192102	0.112260	0.298382
chr1	8869399	10496216	0.375744	0.195245	0.109859	0.325550
chr1	10515419	12793522	0.150193	0.059724	0.035820	0.110691
chr1	12793536	14478095	0.547368	0.278554	0.157491	0.461343
chr1	14547062	15627350	0.462963	0.302485	0.169012	0.368967
chr1	15635082	17295187	-0.287798	-0.181336	-0.079473	-0.153317
chr1	17300469	18485491	0.044142	0.021525	0.014829	0.041566
chr1	18697671	22573537	0.148746	0.039015	0.024913	0.119287
chr1	22610852	24612345	0.018409	0.006367	0.004260	0.013797
chr1	24646572	25886690	0.275691	0.121858	0.072534	0.245257
chr1	25895291	27657566	0.349705	0.160192	0.090524	0.283892
chr1	27700704	29042750	0.329080	0.147063	0.081020	0.284578
chr1	29051578	30401326	0.534069	0.251074	0.149462	0.423739
chr1	30401726	32052772	0.694541	0.340195	0.202195	0.556404
chr1	32083982	32905465	0.604782	0.356505	0.230761	0.518366
chr1	32908377	34030652	0.177061	0.103045	0.064349	0.113752
chr1	34050109	35073853	0.389947	0.263273	0.153945	0.293149
chr1	35078308	36754329	0.333333	0.159875	0.082124	0.296082
chr1	36756099	37554725	0.290594	0.148560	0.090096	0.219731
chr1	37560669	39042075	0.121361	0.052186	0.029421	0.084714
chr1	39086794	41384729	0.219899	0.091424	0.047237	0.183210
chr1	41401931	43330280	0.062596	0.027292	0.016688	0.038134
chr1	43330367	45004999	0.531286	0.249089	0.161565	0.409159
chr1	45047998	47793292	-0.154605	-0.086015	-0.041183	-0.149766
chr1	47801062	49480419	0.222391	0.097220	0.052103	0.201766
chr1	49491873	50530877	0.468585	0.288064	0.128559	0.380263
chr1	50531502	51266658	-0.279406	-0.219534	-0.105109	-0.216208
chr1	51268786	52357988	0.505857	0.277733	0.159308	0.402446
chr1	52373062	53585198	0.015066	0.006439	0.003751	-0.004408
chr1	53593089	54522594	-0.166534	-0.098126	-0.048817	-0.127032
chr1	54526655	55280662	-0.001655	-0.001150	-0.000585	-0.001316
chr1	55281548	56286087	0.161264	0.074588	0.037572	0.140736
chr1	56286100	57317636	0.017204	0.008409	0.004404	0.012882
chr1	57317777	58281797	0.590394	0.288274	0.169243	0.469070
