#Coverage	Number of genomic locations
0.0	1.47299148E8
1.0	1.08438531E8
2.0	9.5556426E7
3.0	7.5600827E7
4.0	6.2577522E7
5.0	5.3205834E7
6.0	4.6638185E7
7.0	4.1757345E7
8.0	3.8041108E7
9.0	3.4999152E7
10.0	3.2354206E7
11.0	3.0132622E7
12.0	2.8186579E7
13.0	2.6449247E7
14.0	2.4856579E7
15.0	2.3406028E7
16.0	2.2054755E7
17.0	2.0805555E7
18.0	1.9630952E7
19.0	1.848432E7
20.0	1.7421568E7
21.0	1.6422968E7
22.0	1.5443289E7
23.0	1.4491262E7
24.0	1.3579543E7
25.0	1.2707837E7
26.0	1.1872238E7
27.0	1.1037581E7
28.0	1.0252726E7
29.0	9492960.0
30.0	8773136.0
31.0	8081141.0
32.0	7417039.0
33.0	6793836.0
34.0	6210990.0
35.0	5648512.0
36.0	5128079.0
37.0	4637841.0
38.0	4187145.0
39.0	3780968.0
40.0	3406160.0
41.0	3056661.0
42.0	2735928.0
43.0	2452436.0
44.0	2192449.0
45.0	1952708.0
46.0	1745817.0
47.0	1559944.0
48.0	1393882.0
49.0	1248670.0
50.0	1112987.0
51.0	996329.0
52.0	888665.0
53.0	796612.0
54.0	709628.0
55.0	634668.0
56.0	567388.0
57.0	512575.0
58.0	457036.0
59.0	412786.0
60.0	373208.0
61.0	333480.0
62.0	299350.0
63.0	270529.0
64.0	245363.0
65.0	221825.0
66.0	202446.0
67.0	183498.0
68.0	165609.0
69.0	152211.0
70.0	138780.0
71.0	126039.0
72.0	115102.0
73.0	105272.0
74.0	95633.0
75.0	87399.0
76.0	79683.0
77.0	74001.0
78.0	68428.0
79.0	62539.0
80.0	58382.0
81.0	54392.0
82.0	50546.0
83.0	46573.0
84.0	44065.0
85.0	41538.0
86.0	38458.0
87.0	36526.0
88.0	34219.0
89.0	32648.0
90.0	30940.0
91.0	29263.0
92.0	27387.0
93.0	26409.0
94.0	25571.0
95.0	24397.0
96.0	23306.0
97.0	22180.0
98.0	21104.0
99.0	20154.0
100.0	19740.0
101.0	19099.0
102.0	18563.0
103.0	17992.0
104.0	17691.0
105.0	16909.0
106.0	16503.0
107.0	15981.0
108.0	15440.0
109.0	14905.0
110.0	14590.0
111.0	14360.0
112.0	13708.0
113.0	13630.0
114.0	13187.0
115.0	12904.0
116.0	12775.0
117.0	12652.0
118.0	12373.0
119.0	12079.0
120.0	11823.0
121.0	11818.0
122.0	11464.0
123.0	11407.0
124.0	11415.0
125.0	10879.0
