chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	2047632	4136245	-0.158398	-0.061784	-0.038333	-0.113928
chr1	4260245	7310892	0.308654	0.120473	0.068966	0.263199
chr1	7369316	8539772	0.230184	0.072262	0.047988	0.187322
chr1	8549471	15073322	-0.175337	-0.037671	-0.025562	-0.115336
chr1	15150214	22258218	0.225554	0.042627	0.029041	0.111111
chr1	22663096	29079017	-0.407007	-0.073536	-0.050418	-0.283561
chr1	29114958	34056088	-0.046674	-0.012993	-0.008330	-0.026516
chr1	34132441	37786203	0.045543	0.010247	0.006935	0.029167
chr1	37810598	43380825	0.167092	0.033569	0.024251	0.101144
chr1	43382560	50507038	0.218942	0.043555	0.031799	0.142753
chr1	50563293	53369249	0.048675	0.013838	0.009407	0.024105
chr1	53398468	55572510	0.051875	0.010999	0.008035	0.048290
chr1	55875712	57096248	-0.147790	-0.035816	-0.024189	-0.082753
chr1	57096285	59872160	0.004753	0.001046	0.000709	-0.006058
chr1	59957642	63042943	-0.056442	-0.011744	-0.007573	-0.026071
chr1	63043823	66137138	-0.323323	-0.120365	-0.075029	-0.211803
chr1	66137158	70568848	-0.191388	-0.036043	-0.025140	-0.109228
chr1	70645995	74820687	0.083916	0.027405	0.018048	0.071044
chr1	75246251	80419207	0.013916	0.003139	0.002192	0.010383
chr1	80419216	85435963	-0.005279	-0.001467	-0.000996	-0.004068
chr1	85452922	88427578	0.367025	0.060295	0.046324	0.187724
chr1	88461972	90181745	-0.252438	-0.062225	-0.039415	-0.168231
chr1	90272163	91572163	0.178443	0.039888	0.025503	0.128559
chr1	91765648	99676645	0.014119	0.002605	0.001637	-0.003406
chr1	100417156	106760277	0.100621	0.016520	0.012088	0.054804
chr1	107299378	115899512	0.071934	0.010938	0.007103	0.027582
chr1	115906759	120073258	0.238001	0.042137	0.029505	0.093624
chr1	120359490	123200991	0.067053	0.014911	0.009978	0.041136
chr1	123201033	129400610	0.210449	0.053203	0.035322	0.155556
chr1	129408347	132248025	-0.126269	-0.056433	-0.033505	-0.083140
chr1	132252977	134507107	0.221497	0.111097	0.071411	0.136829
chr1	134529364	140446761	0.283677	0.100108	0.067474	0.183344
chr1	140591038	144267499	0.162531	0.031912	0.024666	0.103279
chr1	144874106	147206121	-0.207259	-0.063321	-0.042700	-0.141923
chr1	147267124	150999750	0.291432	0.054927	0.038891	0.184621
chr1	151190813	156753080	0.080172	0.027135	0.017723	0.032895
chr1	156846249	160471927	-0.470226	-0.126846	-0.077269	-0.254727
chr1	161585895	174424945	-0.267099	-0.076469	-0.046291	-0.129967
chr1	174424968	183596494	0.449728	0.125506	0.080145	0.274234
chr1	183636516	187342753	0.479957	0.088247	0.069660	0.272423
chr1	187342754	192549699	-0.037695	-0.010216	-0.006110	-0.028253
chr1	192554046	195953735	0.109774	0.028453	0.020796	0.098901
chr1	195955785	202775372	0.275706	0.074625	0.045270	0.179685
chr1	202834191	205762000	-0.186973	-0.061489	-0.036696	-0.121166
