chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1888799	3340686	-0.041063	-0.026487	-0.013965	-0.047359
chr1	3342823	6512460	0.496192	0.237392	0.141567	0.393041
chr1	6556633	8222933	0.524209	0.264970	0.144729	0.479905
chr1	8232427	14413845	0.472967	0.233248	0.124244	0.382510
chr1	14444396	17071276	0.243976	0.144192	0.072957	0.119822
chr1	17132834	24567055	0.232063	0.077024	0.051095	0.159037
chr1	24571283	29569908	0.278591	0.106227	0.058116	0.233244
chr1	29653405	34160160	0.469705	0.244420	0.134397	0.326136
chr1	34172936	37563883	0.339187	0.214557	0.119466	0.297648
chr1	37640022	41655535	0.002595	0.001427	0.000676	-0.015104
chr1	41690403	48825768	0.170084	0.087404	0.040887	0.122091
chr1	49036951	51766783	0.276416	0.176501	0.083872	0.230721
chr1	51826047	54450356	-0.336334	-0.169905	-0.077205	-0.292029
chr1	54478250	56137125	-0.061234	-0.033298	-0.017651	-0.047943
chr1	56137196	57938276	0.121991	0.048133	0.028009	0.092085
chr1	57943475	60389669	0.301587	0.145790	0.084699	0.245042
chr1	60390303	63230059	0.381261	0.158613	0.092277	0.249927
chr1	63293634	67436341	-0.032088	-0.011975	-0.007194	-0.021520
chr1	67491885	71785684	0.035299	0.020238	0.009925	0.023478
chr1	71862535	76785886	0.245298	0.092977	0.054703	0.203182
chr1	77012134	80968922	0.107242	0.054298	0.030508	0.088533
chr1	81003144	84376640	0.212398	0.168960	0.068368	0.136420
chr1	85032220	86920228	-0.053883	-0.030876	-0.015199	-0.035346
chr1	86940270	89449982	0.327665	0.213986	0.103363	0.242765
chr1	89453652	90588219	0.796664	0.343512	0.214383	0.691341
chr1	90611300	96370833	0.528360	0.177967	0.111284	0.417110
chr1	96371164	101419369	0.066517	0.027638	0.016038	0.044525
chr1	101427069	112101714	0.442893	0.212632	0.123307	0.302165
chr1	112300092	115886930	0.462088	0.170750	0.104498	0.383387
chr1	115890713	119114919	0.214889	0.111233	0.055731	0.118486
chr1	119274510	122962246	0.144847	0.047838	0.024650	0.104000
chr1	122969569	127479944	0.006264	0.002810	0.001703	0.004746
chr1	127583740	131513194	0.419411	0.329252	0.160318	0.267551
chr1	131606553	133579270	0.340255	0.192419	0.122854	0.278806
chr1	133760186	136527748	0.463878	0.225389	0.129728	0.308199
chr1	136717633	143219632	0.148205	0.070729	0.032807	0.108097
chr1	143382717	145989433	-0.041346	-0.026816	-0.011410	-0.027215
chr1	146018362	148192978	0.312746	0.195909	0.109248	0.227422
chr1	148231994	149937731	0.070387	0.041714	0.018356	0.046934
chr1	150064853	153284444	0.202830	0.104559	0.059993	0.143890
chr1	153826600	158346302	-0.030136	-0.019243	-0.010448	-0.022239
chr1	158487241	169649750	0.408911	0.171476	0.107855	0.316180
chr1	169740507	181104831	0.125178	0.056305	0.033207	0.090285
chr1	181107824	183485059	0.041136	0.029943	0.013490	0.038462
chr1	183532516	186267093	0.208735	0.116961	0.048484	0.139559
chr1	186274979	190234784	-0.000968	-0.000362	-0.000228	0.013403
chr1	190291731	194054860	0.435685	0.206545	0.127893	0.346564
chr1	194210805	198221874	0.261056	0.123017	0.068896	0.199697
chr1	198346807	203562840	-0.117647	-0.058612	-0.032683	-0.102310
chr1	203565534	206695234	0.316801	0.224865	0.132030	0.248859
chr1	206695289	208979079	0.149242	0.104454	0.054616	0.108123
chr1	208979100	210738103	0.330169	0.235515	0.128366	0.264135
chr2	807876	3546448	0.628882	0.295782	0.187543	0.537484
chr2	4280680	6625633	0.402062	0.182398	0.116862	0.326137
chr2	6663504	10069693	0.522287	0.208028	0.124920	0.398964
chr2	10078353	15484453	-0.157708	-0.070449	-0.038127	-0.102338
chr2	15540778	19304196	0.237893	0.084541	0.055916	0.212032
chr2	19333792	25234878	0.297553	0.088190	0.052844	0.206311
chr2	25268545	30328326	0.277905	0.114522	0.060147	0.189673
chr2	30777543	35387311	-0.007187	-0.002764	-0.001688	-0.006019
chr2	35515226	37512970	0.265405	0.115829	0.073448	0.169417
chr2	37530113	39728720	0.084802	0.044235	0.024129	0.064178
chr2	39775434	44049756	-0.064178	-0.030513	-0.017978	-0.047110
chr2	44188905	48061044	0.427245	0.210775	0.131315	0.277988
chr2	48230326	49978770	0.594915	0.325643	0.202923	0.500880
chr2	50439048	52735408	0.034188	0.023337	0.011034	0.034668
chr2	52774102	56508143	-0.007513	-0.004149	-0.002196	-0.006139
chr2	56508227	63407582	0.542049	0.219958	0.114123	0.402129
chr2	63429365	67430715	0.442898	0.165235	0.101686	0.322688
chr2	67559991	70971173	0.279249	0.092766	0.051322	0.203106
chr2	70982079	73384226	0.639540	0.310252	0.198100	0.516941
chr2	73638415	76190234	0.413521	0.272628	0.111496	0.333333
chr2	76229051	86940819	0.589869	0.232716	0.137015	0.456713
chr2	86958948	93315638	0.464847	0.179272	0.110379	0.359209
chr2	93441790	99775191	0.176597	0.068896	0.039772	0.122183
chr2	99880322	101990424	-0.093656	-0.047963	-0.024432	-0.079284
chr2	101997616	109512134	0.209150	0.083898	0.051829	0.137045
chr2	109537611	113253646	0.323749	0.182747	0.098573	0.217422
chr2	113289629	114780608	0.360926	0.239304	0.132820	0.249923
chr2	114800115	116462348	-0.030830	-0.013005	-0.008720	-0.019144
