chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	2568940	8023838	0.392233	0.092895	0.068251	0.328000
chr1	8030186	15572864	0.320704	0.107744	0.066498	0.241590
chr1	15596517	24571283	0.484076	0.227848	0.121611	0.402827
chr1	24626273	32611297	0.175052	0.081729	0.044816	0.151055
chr1	32814450	37810598	0.355249	0.141969	0.083354	0.280335
chr1	37999313	47895277	0.374074	0.133187	0.083644	0.334489
chr1	47918552	53017782	0.318231	0.106871	0.076716	0.242276
chr1	53023280	55026767	-0.062032	-0.028894	-0.016676	-0.083955
chr1	55169473	57632076	0.211581	0.062391	0.038752	0.157025
chr1	57661106	62192375	0.451730	0.171350	0.101890	0.411371
chr1	62194508	67196018	-0.124138	-0.052889	-0.028293	-0.107509
chr1	67215059	72343551	0.246512	0.127885	0.072342	0.225270
chr1	72405518	77923408	0.375571	0.139132	0.079977	0.320351
chr1	78217133	85235588	0.012474	0.004483	0.002635	0.010753
chr1	85380917	88619845	0.234841	0.111995	0.072872	0.193344
chr1	88724604	92549371	0.329365	0.060447	0.039436	0.277955
chr1	92560107	100928621	0.454098	0.209769	0.145292	0.446055
chr1	100942637	108878088	0.570681	0.272773	0.189543	0.481024
chr1	112075432	116627872	0.287894	0.100012	0.065217	0.240851
chr1	116711350	121699708	0.260963	0.119706	0.069535	0.222846
chr1	122508236	128492108	-0.234266	-0.078947	-0.049593	-0.175546
chr1	128541757	132881619	0.053481	0.030062	0.015608	0.042985
chr1	133137968	141060545	0.300761	0.102229	0.068208	0.220853
chr1	141193287	146994759	0.140640	0.048652	0.032818	0.117102
chr1	147179529	150157624	0.144279	0.068356	0.038504	0.094270
chr1	150315449	156547741	0.281250	0.164927	0.088380	0.187500
chr1	156547766	167924073	0.437272	0.219572	0.119309	0.386478
chr1	168002022	182161263	0.447419	0.172630	0.109193	0.387960
chr1	182279575	187536247	0.185121	0.062451	0.039273	0.165329
chr1	187536255	194211828	0.396610	0.132854	0.089019	0.321723
chr1	194604661	202767776	0.036803	0.014024	0.009215	0.031963
chr1	202811863	205803080	0.018028	0.013155	0.006019	0.036705
chr1	205832974	209088515	0.170379	0.081629	0.049967	0.143932
chr2	314050	5507955	0.066210	0.021682	0.013684	0.052632
chr2	5512331	8847678	0.118406	0.051260	0.028467	0.108719
chr2	8883184	15329286	0.190367	0.081955	0.046326	0.159335
chr2	15392612	21875333	0.269521	0.087490	0.056435	0.202268
chr2	22150916	30316607	-0.059917	-0.018556	-0.011617	-0.032154
chr2	30322613	36534411	0.172172	0.078929	0.040494	0.145746
chr2	36545481	39462117	0.389412	0.180677	0.106705	0.305040
chr2	39472473	45670173	0.071862	0.034162	0.019162	0.049290
