chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1496619	2023225	0.299301	0.127635	0.089708	0.218175
chr1	2024710	3030944	0.228206	0.149142	0.079746	0.184540
chr1	3046933	3583472	-0.277103	-0.253737	-0.114851	-0.237577
chr1	3583535	4568135	0.738187	0.370715	0.212194	0.601987
chr1	4595230	5524459	0.206090	0.090644	0.056476	0.161648
chr1	5525489	6525910	0.401969	0.213508	0.143443	0.309648
chr1	6556633	7463037	0.359652	0.160628	0.086842	0.316380
chr1	7489204	7992635	0.686203	0.385956	0.245683	0.640091
chr1	7995735	8702028	0.357715	0.164858	0.097196	0.218964
chr1	8702085	10162225	0.447358	0.278785	0.151814	0.324614
chr1	10181767	12733268	0.296932	0.123727	0.072297	0.218858
chr1	12792208	14547062	0.656371	0.348539	0.188261	0.478200
chr1	14557078	15616195	0.494166	0.359203	0.191456	0.329700
chr1	15617280	16940933	-0.179805	-0.155405	-0.062956	-0.089032
chr1	16974464	17575719	0.202663	0.147600	0.093405	0.145402
chr1	17584678	21731674	0.217681	0.079175	0.051884	0.184975
chr1	21732309	23856640	0.031691	0.008960	0.006504	0.020598
chr1	23902317	25133319	0.446868	0.249668	0.156365	0.368421
chr1	25144418	26473635	0.075318	0.042015	0.020388	0.036214
chr1	26700210	28194456	0.380331	0.149734	0.079614	0.260896
chr1	28194875	29244765	0.182904	0.080388	0.040324	0.158402
chr1	29397325	31817185	0.773441	0.343915	0.215660	0.605214
chr1	31854271	32611297	0.390914	0.262928	0.165329	0.299198
chr1	32636566	33432450	0.584734	0.382676	0.210912	0.514797
chr1	33439057	34264497	0.407032	0.257066	0.146923	0.259159
chr1	34308237	36145751	0.110009	0.048020	0.027436	0.077445
chr1	36147790	37148199	0.259426	0.130024	0.081948	0.168609
chr1	37174142	37835028	0.115779	0.081220	0.041843	0.088997
chr1	37836635	39509310	0.008739	0.004998	0.002329	0.006560
chr1	39535680	41611023	0.383185	0.154864	0.091409	0.310778
chr1	41629386	43340422	-0.091476	-0.050309	-0.028601	-0.096116
chr1	43347754	45245270	0.290722	0.141994	0.080108	0.201527
chr1	45520611	48417062	0.122186	0.061192	0.029172	0.106027
chr1	48525210	49765782	0.339731	0.171901	0.084364	0.285324
chr1	49772937	50845777	0.115738	0.057729	0.027717	0.098720
chr1	50868318	51755249	0.202930	0.142382	0.077531	0.157045
chr1	51756333	53106675	0.099174	0.060927	0.028043	0.087912
chr1	53109547	53817643	-0.173611	-0.099108	-0.052408	-0.151479
chr1	53830796	54926808	0.087111	0.046611	0.024785	0.069454
chr1	54929405	55816076	0.006930	0.004934	0.002240	0.005319
chr1	55832505	56544176	-0.024880	-0.010571	-0.005759	-0.015412
chr1	56563690	57507031	0.210029	0.124879	0.058845	0.186255
chr1	57515785	58711910	0.240402	0.109203	0.058093	0.167682
chr1	58736013	59777471	0.289706	0.159063	0.074664	0.254581
chr1	59789690	60442442	0.251608	0.160307	0.085414	0.216398
chr1	60443277	62049350	0.303239	0.089367	0.056877	0.236686
