chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr1	1496619	2137925	0.297376	0.120047	0.079719	0.198830
chr1	2147321	3236037	-0.260241	-0.125581	-0.078242	-0.213298
chr1	3245334	3956873	-0.056604	-0.028433	-0.017787	-0.054509
chr1	3984301	5442118	0.286825	0.093241	0.062846	0.230104
chr1	5469644	6657358	0.302994	0.146894	0.089674	0.223706
chr1	6724023	7715386	0.195781	0.064216	0.041379	0.170492
chr1	7738932	8248575	0.437186	0.156957	0.121664	0.358333
chr1	8313093	9670329	0.367493	0.121936	0.097583	0.278440
chr1	9891854	12178191	0.381099	0.154463	0.106747	0.316294
chr1	12186865	14716989	0.424390	0.135683	0.097918	0.345512
chr1	14729636	15727540	0.307317	0.151034	0.107303	0.193995
chr1	15740648	17290796	0.237378	0.176817	0.114007	0.202833
chr1	17300469	18459441	0.004307	0.002846	0.001345	0.002868
chr1	18485491	22403611	0.580678	0.241453	0.158916	0.503117
chr1	22511644	24254373	0.073270	0.034183	0.019893	0.061205
chr1	24334277	25525052	0.139126	0.050645	0.033929	0.084092
chr1	25526457	27288577	0.212809	0.072998	0.053138	0.140638
chr1	27368724	28866207	0.316157	0.088159	0.061014	0.258427
chr1	28870904	30754475	0.376589	0.130029	0.093861	0.233344
chr1	31134486	32611297	0.346102	0.164028	0.116300	0.245343
chr1	32733488	33844780	0.043673	0.011818	0.009381	0.034377
chr1	33853466	35197669	0.363314	0.145939	0.113791	0.252643
chr1	35293719	36863552	-0.099005	-0.046667	-0.025765	-0.078603
chr1	36875600	37761129	0.308411	0.144015	0.108672	0.209176
chr1	37781090	39194971	0.215686	0.095174	0.068107	0.164506
chr1	39199065	40486153	0.441766	0.231366	0.164379	0.404414
chr1	40501726	42703289	0.197024	0.083333	0.055846	0.158735
chr1	42740152	44938878	0.046625	0.016683	0.011293	0.034202
chr1	44939860	48341365	0.034951	0.011683	0.008152	0.025547
chr1	48402840	49904492	0.152203	0.038234	0.029483	0.138889
chr1	49909471	51306996	-0.098901	-0.039536	-0.027861	-0.077443
chr1	51328358	52785997	-0.164295	-0.061234	-0.039085	-0.129460
chr1	52904210	53711263	0.132835	0.073938	0.043448	0.106099
chr1	53711264	54742101	-0.157188	-0.061054	-0.040986	-0.117667
chr1	54745270	55572509	-0.166626	-0.084311	-0.053563	-0.132143
chr1	55572510	56388313	0.206273	0.079093	0.055435	0.169811
chr1	56392700	57525122	0.126264	0.040266	0.032247	0.107470
chr1	57571598	58803828	0.463846	0.230241	0.147145	0.377960
chr1	58855587	60223841	-0.216063	-0.058126	-0.038933	-0.171815
chr1	60320025	61099957	0.310417	0.137054	0.085862	0.270745
chr1	61115999	62478243	0.504529	0.227595	0.132105	0.453594
chr1	62564073	63377380	0.500391	0.214753	0.162419	0.453131
chr1	63389710	65390660	0.154047	0.076801	0.044551	0.144569
chr1	65405002	66890960	-0.028238	-0.009662	-0.006690	-0.022014
chr1	66892657	68190276	0.193935	0.137984	0.069604	0.161671
chr1	68191282	69408887	-0.147896	-0.062352	-0.046415	-0.120549
chr1	69409655	70409831	0.451128	0.154044	0.103986	0.303493
chr1	70413138	72171857	0.151793	0.065173	0.042456	0.131466
chr1	72304906	73088903	0.487288	0.225098	0.127275	0.390713
chr1	73090519	76179072	0.310936	0.106162	0.067953	0.270354
chr1	76191086	77679512	0.262796	0.165656	0.090608	0.233303
