chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chrZ	389219	596086	0.420434	0.241758	0.174257	0.379310
chrZ	596438	909922	0.066138	0.026330	0.018159	0.073574
chrZ	910074	1083584	-0.226399	-0.220422	-0.112867	-0.185392
chrZ	1083591	1250098	0.147473	0.086280	0.057474	0.099360
chrZ	1254568	1650241	-0.198195	-0.115974	-0.065947	-0.170928
chrZ	1656404	2326736	0.105053	0.078724	0.044601	0.088009
chrZ	2335802	2666572	-0.188389	-0.140957	-0.078018	-0.151141
chrZ	2669488	2986419	-0.007163	-0.004380	-0.002900	-0.005845
chrZ	3003063	3234877	-0.207773	-0.171844	-0.090532	-0.144943
chrZ	3252836	3544333	0.083247	0.044042	0.028797	0.070201
chrZ	3550655	3817878	0.195053	0.078301	0.054283	0.138657
chrZ	3826059	3995112	-0.190928	-0.146241	-0.075419	-0.141611
chrZ	4025401	4208904	0.083912	0.069982	0.035106	0.067478
chrZ	4210987	4292943	-0.037797	-0.048510	-0.020313	-0.019452
chrZ	4294027	4321529	-0.405040	-0.802680	-0.224915	-0.207037
chrZ	4321552	4358735	-0.159931	-0.228926	-0.077526	-0.093235
chrZ	4358954	4381681	-0.233223	-0.856098	-0.168669	-0.088480
chrZ	4382012	4411770	-0.180473	-0.320378	-0.101396	-0.091509
chrZ	4411788	4432662	-0.242742	-0.555870	-0.129575	-0.107644
chrZ	4434222	4480703	-0.420547	-0.732481	-0.215062	-0.250375
chrZ	4480739	4501511	-0.322346	-0.809257	-0.231448	-0.216836
chrZ	4501523	4527025	-0.159929	-0.217462	-0.084379	-0.070511
chrZ	4527968	4545413	-0.128105	-0.558405	-0.087892	-0.061250
chrZ	4545430	4565885	-0.282878	-0.327855	-0.097057	-0.124377
chrZ	4565889	4593371	-0.245410	-0.346586	-0.142705	-0.116438
chrZ	4593372	4615597	-0.380138	-0.810659	-0.232971	-0.165664
chrZ	4618409	4630085	0.135662	0.226712	0.113356	0.078295
chrZ	4630114	4647919	-0.095296	-0.191411	-0.051827	-0.064925
chrZ	4647990	4754041	-0.173659	-0.164510	-0.077040	-0.114765
chrZ	4761896	5003351	0.058891	0.034730	0.021152	0.051153
